UPC,Description,Brand,NW Category,NW Subcategory,NW Sub Brand 1,NW Sub Brand 2,NW Sub Brand 3,Potency,FORM,AGE,GENDER,COMPANY,FUNCTIONAL INGREDIENT,HEALTH FOCUS,SIZE,HIGH LEVEL CATEGORY,NW_UPC,Unit of Measure,Pack Count,Organic,other ing. 2,other ing. 3,other ing. 4,other ing. 5,other ing. 6,other ing. 7,other ing. 8,other ing. 9,other ing. 10,other ing. 11,other ing. 12,other ing. 13,other ing. 14,other ing. 15,other ing. 16,other ing. 17,other ing. 18,other ing. 19,other ing. 20,Spare1,Spare2,Spare3,Spare4,Spare5
B000E5TDW2,"adc 615n adscope model 615 platinum sculpted clinician stethoscope with tunable afd technology, navy",adc,REMOVE,,,,,,,,,adc,,,,REMOVE,B000E5TDW2,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000E94MJ2,army universe woodland camouflage 2 quart desert canteen plastic water beverage holder with strap,army universe,REMOVE,,,,,,,,,army universe,,,,REMOVE,B000E94MJ2,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000EBFKP0,cuticura mildly medicated talc 150g,cuticura,REMOVE,,,,,,,,,cuticura,,,,REMOVE,B000EBFKP0,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000EBFKPA,cuticura mildly medicated talc 250g by cuticura,cuticura,REMOVE,,,,,,,,,cuticura,,,,REMOVE,B000EBFKPA,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000EGP5DC,apex deluxe pill splitter - pill splitter with retracting blade guard - for cutting small pills or large pills in half,apex medical,,,,,,,REMOVE,REMOVE,REMOVE,apex medical,,UNKNOWN,N/A,REMOVE,B000EGP5DC,N/A,N/A,REMOVE,,,,,,,,,,,,,,,,,,,,,,,,
B000EHU978,harbinger 10-pound weighted fitness ball with strap,harbinger,REMOVE,,,,,,,,,harbinger,,,,REMOVE,B000EHU978,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000EMLAXU,"adc adscope 641 sprague stethoscope with 5 interchangeable chestpiece options, 30 inch length, gray",adc,REMOVE,,,,,,,,,adc,,,,REMOVE,B000EMLAXU,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000EW6FK8,"adc proscope teaching scope, dual head 671",adc,REMOVE,,,,,,,,,adc,,,,REMOVE,B000EW6FK8,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000F500Z0,"oshadhi essential oil singles lavender, sweet, lavandin 10 ml",oshadhi,REMOVE,,,,,,,,,oshadhi,,,,REMOVE,B000F500Z0,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000F5KZSW,ader deluxe tricep press down bar with free snap link,ader sporting goods,REMOVE,,,,,,,,,ader sporting goods,,,,REMOVE,B000F5KZSW,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000F8M88O,"heritage store peppermint essential oil, peppermint (btl-glass)  1oz",heritage store,REMOVE,,,,,,,,,heritage store,,,,REMOVE,B000F8M88O,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000FCQMCS,"togu redondo ball 22 cm perfect for posture, balance, core, yoga, pilates, barre, stretching, physical therapy and rehab",togu,REMOVE,,,,,,,,,togu,,,,REMOVE,B000FCQMCS,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000FNP5BG,grafco exam floor lamp with mobile base,graham-field,REMOVE,,,,,,,,,graham-field,,,,REMOVE,B000FNP5BG,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000FQBPLW,"luster's pink conditioning no-lye relaxer super strength,",luster,REMOVE,,,,,,,,,luster,,,,REMOVE,B000FQBPLW,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000FVCNQI,"groganics itch relief daily topical scalp gel, 6 oz",groganics,REMOVE,,,,,,,,,groganics,,,,REMOVE,B000FVCNQI,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000GAXMXQ,covidien sharps 2 gallon container with lid,covidien,REMOVE,,,,,,,,,covidien,,,,REMOVE,B000GAXMXQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000GEIRB4,10 minute solution: fitness ball workouts,anchor bay,REMOVE,,,,,,,,,anchor bay,,,,REMOVE,B000GEIRB4,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000GG24CU,"grafco dual head stethoscope, grey, 400gy",graham-field,REMOVE,,,,,,,,,graham-field,,,,REMOVE,B000GG24CU,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000GG7ROK,"graham-field 602bl labtron sprague rappaport stethoscope, blue",graham-field,REMOVE,,,,,,,,,graham-field,,,,REMOVE,B000GG7ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000GG7ROU,"graham-field 602r labtron sprague rappaport-type stethoscope, red, 22",graham-field,REMOVE,,,,,,,,,graham-field,,,,REMOVE,B000GG7ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000GGZYCC,army universe woodland camouflage 2 quart canteen bladder cover with bladder canteen & strap - military style tactical hydration water bottle & carrier,army universe,REMOVE,,,,,,,,,army universe,,,,REMOVE,B000GGZYCC,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000GULU3U,self closing shur band elastic wrap bandage 4,conco,REMOVE,,,,,,,,,conco,,,,REMOVE,B000GULU3U,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000H6Z88Q,clinical lite stethoscope black 31 inch (pack of 1),prestige medical,REMOVE,,,,,,,,,prestige medical,,,,REMOVE,B000H6Z88Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000HHJHI2,squire stress-dex powder 7 lb,neogen,REMOVE,,,,,,,,,neogen,,,,REMOVE,B000HHJHI2,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000HHJIPY,"coburn 44552 by breed dairy weigh tape, 108",coburn,REMOVE,,,,,,,,,coburn,,,,REMOVE,B000HHJIPY,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000HHO35O,"neogen corporation 9810 10cc, nylon syringe",neogen,REMOVE,,,,,,,,,neogen,,,,REMOVE,B000HHO35O,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000HYKZSG,flints for spark lighter replacement- shurlite torch striker flint renewals 5-pk,findingking,REMOVE,,,,,,,,,findingking,,,,REMOVE,B000HYKZSG,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000I8DJGG,"moomorganichairremovalsugarwaxformenwithaloevera&chamomileâsoftwaxforsensitiveskin&menhair-perfectforback,chest,eyebrow&body-6oz",moom,REMOVE,,,,,,,,,moom,,,,REMOVE,B000I8DJGG,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000IDABF8,rubie's adult stethoscope costume accessory,rubie's,REMOVE,,,,,,,,,rubie's,,,,REMOVE,B000IDABF8,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000ILZ6ZK,nisim f.a.s.t hair fortifying supplement to help maximise fast healthy hair growth,nisim,,,,,,,OTHER/UNKNOWN,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,nisim,,UNKNOWN,1,REMOVE,B000ILZ6ZK,UNKNOWN,UNKNOWN,NOT ORGANIC,,,,,,,,,,,,,,,,,,,,,,,,
B000IYY75C,belted toddler swing with chain,creative playthings,REMOVE,,,,,,,,,creative playthings,,,,REMOVE,B000IYY75C,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000JF3PNA,"calexotics veined double dildo, reflective gel, 18 inches",calexotics,REMOVE,,,,,,,,,calexotics,,,,REMOVE,B000JF3PNA,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000JWHU2K,"adc proscope 675 pediatric dual-head general-exam stethoscope, 31.5 length, green",adc,REMOVE,,,,,,,,,adc,,,,REMOVE,B000JWHU2K,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000KB0THI,"stazko pet ear cleaner, 8-ounce",stazko,REMOVE,,,,,,,,,stazko,,,,REMOVE,B000KB0THI,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000KBT1HC,pipedream fetish fantasy inflatable position master,pipedream,REMOVE,,,,,,,,,pipedream,,,,REMOVE,B000KBT1HC,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000KIX66M,long term physical effects are not yet known,virgin,REMOVE,,,,,,,,,virgin,,,,REMOVE,B000KIX66M,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000KKKWAS,gatorade 51 ounce instant powder concentrate packet riptide rush electrolyte drink - yields 6 gallons (14 packets per case),gatorade,,,,,,,REMOVE,REMOVE,REMOVE,gatorade,value,SLEEP,REMOVE,REMOVE,B000KKKWAS,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B000KMAUU8,nexxus by nexxus - keraphix restorative protein cr?e reconstructor 16.9 oz for women,nexxus,REMOVE,,,,,,,,,nexxus,,,,REMOVE,B000KMAUU8,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000KOU0EC,anacin tablets 100-count box,anacin,,,,,,,REMOVE,REMOVE,REMOVE,anacin,value,SLEEP,REMOVE,REMOVE,B000KOU0EC,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B000KYS7HY,champion sports uncoated regular density foam ball (6-inch),champion,REMOVE,,,,,,,,,champion,,,,REMOVE,B000KYS7HY,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000KYVI2A,champion sports exercise ball stacking set,champion,REMOVE,,,,,,,,,champion,,,,REMOVE,B000KYVI2A,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000LKW9VM,g-spot - season one,format: dvd,REMOVE,,,,,,,,,format: dvd,,,,REMOVE,B000LKW9VM,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000LXXXOQ,"versele laga nobby nutribird a21, 800 g",aplus+,REMOVE,,,,,,,,,aplus+,,,,REMOVE,B000LXXXOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000M2TADO,trixie 15551 collier six puppy s-m: 17-25 cm/10 mm,trixie,REMOVE,,,,,,,,,trixie,,,,REMOVE,B000M2TADO,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000M5I5M8,"togu my clear marina exercise ball - blue/transparent, 45 cm",togu,REMOVE,,,,,,,,,togu,,,,REMOVE,B000M5I5M8,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000ML02PU,"slush inhaler, 8",productive,REMOVE,,,,,,,,,productive,,,,REMOVE,B000ML02PU,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000N9L926,davis queaz-away motion sickness wristbands - pair,davis instruments,,,,,,,REMOVE,REMOVE,REMOVE,davis instruments,value,SLEEP,REMOVE,REMOVE,B000N9L926,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B000NGIV84,island runner 12' island runner log water bouncer and trampoline attachment,island hopper,REMOVE,,,,,,,,,island hopper,,,,REMOVE,B000NGIV84,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000NIY7LW,"scalpmaster nylon make-up cape, velcro white",scalpmaster,REMOVE,,,,,,,,,scalpmaster,,,,REMOVE,B000NIY7LW,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000NKC6AO,"sierra, anode, magnesium, 18-6112",sierra,,,,,,,REMOVE,REMOVE,REMOVE,sierra,value,SLEEP,REMOVE,REMOVE,B000NKC6AO,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B000O0JZFW,"horizon organic  cottage cheese, low fat, 16 oz",horizon organic,REMOVE,,,,,,,,,horizon organic,,,,REMOVE,B000O0JZFW,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000O1N8AE,disney princess bubble bath 16 oz.,disney,REMOVE,,,,,,,,,disney,,,,REMOVE,B000O1N8AE,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000O5FWQS,homeopet coat rescue 15ml,remove,REMOVE,,,,,,,,,remove,,,,REMOVE,B000O5FWQS,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000O6CN4Q,samy samystraight relaxing creme 3.5 fl. oz. bottle.,samy,REMOVE,,,,,,,,,samy,,,,REMOVE,B000O6CN4Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000OH616G,"grafco dual head stethoscope, red, 400r",graham-field,REMOVE,,,,,,,,,graham-field,,,,REMOVE,B000OH616G,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000ORWPWU,weleda blackthorn elixir 200ml,life nutrition,REMOVE,,,,,,,,,life nutrition,,,,REMOVE,B000ORWPWU,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000OVNRBO,black diamond tweezers jewelers gem grading fine tip,findingking,REMOVE,,,,,,,,,findingking,,,,REMOVE,B000OVNRBO,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000PAR6PW,calmoseptine ointment (each),calmoseptine,REMOVE,,,,,,,,,calmoseptine,,,,REMOVE,B000PAR6PW,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000PDUJ30,sqwincher 23.83 ounce fruit punch flavor powder pack powder concentrate package electrolyte drink(pack of 32),sqwincher,,,,,,,REMOVE,REMOVE,REMOVE,sqwincher,,UNKNOWN,N/A,REMOVE,B000PDUJ30,N/A,N/A,REMOVE,,,,,,,,,,,,,,,,,,,,,,,,
B000PRHW4K,"darigold  trim cottage cheese, 16 oz",darigold,REMOVE,,,,,,,,,darigold,,,,REMOVE,B000PRHW4K,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000Q33P94,"tisserand aromatherapy - lavender essential oil, 9 ml",tisserand aromatherapy,REMOVE,,,,,,,,,tisserand aromatherapy,,,,REMOVE,B000Q33P94,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000Q5Q59E,"tidi 969153 cotton ball, medium (pack of 4000)",tidi,REMOVE,,,,,,,,,tidi,,,,REMOVE,B000Q5Q59E,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000QJAH8U,"nancy's  cultured cottage cheese, low fat, 16 oz",nancy's shop,REMOVE,,,,,,,,,nancy's shop,,,,REMOVE,B000QJAH8U,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000QJDZRA,organic valley small curd organic cottage cheese,organic valley,REMOVE,,,,,,,,,organic valley,,,,REMOVE,B000QJDZRA,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000QJFFQE,"ancient secrets bath salts lavender, 4 ounce",ancient secrets,REMOVE,,,,,,,,,ancient secrets,,,,REMOVE,B000QJFFQE,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000QJIQ24,organic valley small curd low fat organic cottage cheese,organic valley,REMOVE,,,,,,,,,organic valley,,,,REMOVE,B000QJIQ24,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000QYNNCM,"grafco dual head stethoscope, blue, 400bl",graham-field,REMOVE,,,,,,,,,graham-field,,,,REMOVE,B000QYNNCM,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000R39MH2,one pair fake tattoo sleeves,u.s. toy,REMOVE,,,,,,,,,u.s. toy,,,,REMOVE,B000R39MH2,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000R3W6KM,"sprayology acne tonic  homeopathic acne oral spray  natural acne relief for clearer skin  homeopathic medicine for acne  witch hazel, stinging nettle, & bloodroot  30 day supply (1.38 fl oz)",sprayology,,,,,,,REMOVE,REMOVE,REMOVE,sprayology,value,SLEEP,REMOVE,REMOVE,B000R3W6KM,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B000R8MZ1M,"broncolin honey syrup with natural plant extracts, helps relieve cough, 11.4 oz, bottle",broncolin,,,,,,,REMOVE,REMOVE,REMOVE,broncolin,value,SLEEP,REMOVE,REMOVE,B000R8MZ1M,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B000R9COQ2,"schweppes tonic water, 10 fl oz (pack of 6)",schweppes,REMOVE,,,,,,,,,schweppes,,,,REMOVE,B000R9COQ2,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000R9OO4M,"ace bandage elastic ace, 7315-5 feet x 6",ace,REMOVE,,,,,,,,,ace,,,,REMOVE,B000R9OO4M,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000RGSYQE,"pilates-mad 300kg swiss ball with pump and dvd, blue, 65cm",fitness mad,REMOVE,,,,,,,,,fitness mad,,,,REMOVE,B000RGSYQE,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000RMDQX4,"sqwincher powder pack, lemonade flavor electrolyte drink concentrate, 47.66 oz packet (pack of 16)",sqwincher,,,,,,,REMOVE,REMOVE,REMOVE,sqwincher,value,SLEEP,REMOVE,REMOVE,B000RMDQX4,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B000RMEZRU,"sqwincher fast pack liquid concentrate, fruit punch, .6 fl oz (4 packs of 50)",sqwincher,,,,,,,REMOVE,REMOVE,REMOVE,sqwincher,value,SLEEP,REMOVE,REMOVE,B000RMEZRU,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B000S0I360,biogroom ear fresh powder 24 gm,bio-groom,REMOVE,,,,,,,,,bio-groom,,,,REMOVE,B000S0I360,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000SMMT0O,"corning 2982-100, pyrex metric scale cylinder with standard taper stopper, white graduation, 100ml capacity",corning,REMOVE,,,,,,,,,corning,,,,REMOVE,B000SMMT0O,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000T6VTHS,eva posture ball in marble blue,aeromat,REMOVE,,,,,,,,,aeromat,,,,REMOVE,B000T6VTHS,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000T9EEPO,"aeromat soft weighted yoga ball, teal/orange, 5-pound",aeromat,REMOVE,,,,,,,,,aeromat,,,,REMOVE,B000T9EEPO,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000TCRF7K,"aeromat medicine ball set: weighted medicine balls for exercise 2-30lbs - weight ball, med ball for workouts, weighted balls for exercise, extremely durable - 18lb olive",aeromat,REMOVE,,,,,,,,,aeromat,,,,REMOVE,B000TCRF7K,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000TEX1KS,"graham-field 2611 grafco clip-on bandage scissors, stainless steel, 5-1/2 length",graham-field,REMOVE,,,,,,,,,graham-field,,,,REMOVE,B000TEX1KS,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000TEX5MC,"berman type oral airways, 110mm x-large adult, 12/pk",graham-field,REMOVE,,,,,,,,,graham-field,,,,REMOVE,B000TEX5MC,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000TMDD9E,lifestyles ultra sensitive vending condoms,lifestyles,REMOVE,,,,,,,,,lifestyles,,,,REMOVE,B000TMDD9E,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000U0BV7G,halka baba de caracol intensive treatment 8oz sale!,halka baba de caracol,REMOVE,,,,,,,,,halka baba de caracol,,,,REMOVE,B000U0BV7G,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000ULHYJE,image keramoist (10 oz.),image,REMOVE,,,,,,,,,image,,,,REMOVE,B000ULHYJE,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000UYA1T6,"frontier bulk calcium citrate powder, 16 ounce",frontier co-op,,,,,,,POWDER,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,frontier co-op,calcium citrate,CLEANSE & DETOX,1,REMOVE,B000UYA1T6,OZ,16,NOT ORGANIC,,,,,,,,,,,,,,,,,,,,,,,,
B000V6T4TQ,"sqwincher zero qwik stik - sugar free electrolyte powdered beverage mix, raspberry 060105-rb,5.41 oz(pack of 50)",sqwincher,,,,,,,REMOVE,REMOVE,REMOVE,sqwincher,value,SLEEP,REMOVE,REMOVE,B000V6T4TQ,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B000V6T9UA,"sqwincher liquid concentrate, cool citrus, 64 fl oz (pack of 6)",sqwincher,,,,,,,REMOVE,REMOVE,REMOVE,sqwincher,,UNKNOWN,N/A,REMOVE,B000V6T9UA,N/A,N/A,REMOVE,,,,,,,,,,,,,,,,,,,,,,,,
B000V7HFG4,miss b's hair salon,uni dist corp (music),REMOVE,,,,,,,,,uni dist corp (music),,,,REMOVE,B000V7HFG4,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000VYVOWS,karuna - silymarin 90 caps,karuna,,,,,,,CAPSULE,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,karuna,value,SLEEP,1,REMOVE,B000VYVOWS,COUNT,90,NOT ORGANIC,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B000W15BCY,night and day,joe jackson,REMOVE,,,,,,,,,joe jackson,,,,REMOVE,B000W15BCY,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000W3VD6K,plantlife sweet orange aromatherapy essential oil - straight from the plant 100% pure therapeutic grade - no additives or filters - 10 ml,plantlife,REMOVE,,,,,,,,,plantlife,,,,REMOVE,B000W3VD6K,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000W6KKMK,protect slip 56 ud. cotton feel flexiform,carefree,,,,,,,REMOVE,REMOVE,REMOVE,carefree,value,SLEEP,REMOVE,REMOVE,B000W6KKMK,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B000W8XOT4,"amazing oranges powder by purity products - power packed with vitamin c, vitamin d, calcium, magnesium, potassium, fiber, electrolytes and bio flavonoids - 30 day supply",purity products,,,,,,,N/A,N/A,N/A,purity products,,UNKNOWN,N/A,REMOVE,B000W8XOT4,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
B000WA1OIU,"4ever fit isolate gainer, fruit blast, tangy orange, 2-pound package",4ever fit,SPORTS NUTRITION,PROTEIN,,,,,OTHER/UNKNOWN,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,4ever fit,isolate,REPRODUCTIVE HEALTH,1,PRIORITY VMS,B000WA1OIU,OZ,32.0,NOT ORGANIC,,,,,,,,,,,,,,,,,,,,,,,,
B000WG8842,"canada dry tonic water, 1 l bottle",canada dry,REMOVE,,,,,,,,,canada dry,,,,REMOVE,B000WG8842,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000WHM0A4,"canada dry tonic water, 6pk, 12 oz",canada dry,REMOVE,,,,,,,,,canada dry,,,,REMOVE,B000WHM0A4,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000WHSLPM,"diet canada dry tonic water, 1 liter bottle",canada dry,REMOVE,,,,,,,,,canada dry,,,,REMOVE,B000WHSLPM,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000WI97T0,golden triangle 14070: jelly caribbean#2 flamer,golden triangle,REMOVE,,,,,,,,,golden triangle,,,,REMOVE,B000WI97T0,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000WN7TTU,seasense safety whistle 50074032 (image for reference),seasense,REMOVE,,,,,,,,,seasense,,,,REMOVE,B000WN7TTU,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000WZI51E,"adc adscope 641 sprague stethoscope with 5 interchangeable chestpiece options, 30 inch length, caribbean blue",adc,REMOVE,,,,,,,,,adc,,,,REMOVE,B000WZI51E,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000X35NU6,"labtron lightweight stethoscope, red, 300dlx-r",graham-field,REMOVE,,,,,,,,,graham-field,,,,REMOVE,B000X35NU6,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000X37JK8,"labtron lightweight stethoscope, green, 300dlx-gr",graham-field,REMOVE,,,,,,,,,graham-field,,,,REMOVE,B000X37JK8,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000X3BDZ0,"labtron lightweight stethoscope, gold, 300dlx-gl",graham-field,REMOVE,,,,,,,,,graham-field,,,,REMOVE,B000X3BDZ0,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000X3CR0U,"labtron lightweight stethoscope, teal, 300dlx-tl",graham-field,REMOVE,,,,,,,,,graham-field,,,,REMOVE,B000X3CR0U,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000X5H6Z4,therapro moist-cyte hydrating therapy healthy hair solutions 33 oz.,therapro,REMOVE,,,,,,,,,therapro,,,,REMOVE,B000X5H6Z4,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000X65RBI,doo gro medicated triple strength for severely damaged hair,doo gro,REMOVE,,,,,,,,,doo gro,,,,REMOVE,B000X65RBI,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000XETYZ0,stethoscope,forum novelties,REMOVE,,,,,,,,,forum novelties,,,,REMOVE,B000XETYZ0,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000Y9H09Q,"emergency zone emergency sleeping bag, survival bag, 1, 5, 12, and 144 packs available",emergency zone,REMOVE,,,,,,,,,emergency zone,,,,REMOVE,B000Y9H09Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00103MD42,"artist's choice double ended eye shadow applicators, maximize usage and reduce waste, soft sponge pad tips, small size stores easily, precise application, sanitary single-use option, pack of 504",artist's choice,REMOVE,,,,,,,,,artist's choice,,,,REMOVE,B00103MD42,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0010B57JW,"golden triangle crystal caribbean 3, pink",golden triangle,REMOVE,,,,,,,,,golden triangle,,,,REMOVE,B0010B57JW,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00110DRWQ,mood swing,nails,REMOVE,,,,,,,,,nails,,,,REMOVE,B00110DRWQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001183NFY,jfit stability ball,jfit,REMOVE,,,,,,,,,jfit,,,,REMOVE,B001183NFY,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0011BGKX8,winsor pilates ball workout - sculpt your body slim,format: dvd,REMOVE,,,,,,,,,format: dvd,,,,REMOVE,B0011BGKX8,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0011DL0NQ,"sea minerals bath salt from the dead sea, 16 oz",sea minerals,REMOVE,,,,,,,,,sea minerals,,,,REMOVE,B0011DL0NQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0011ZTWI4,vol. 3 the subliminal verses [explicit],slipknot,REMOVE,,,,,,,,,slipknot,,,,REMOVE,B0011ZTWI4,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00121QFJ6,"luster's pink smooth touch new growth relaxer kit, super formula 1 kit (pack of 2)",luster's,REMOVE,,,,,,,,,luster's,,,,REMOVE,B00121QFJ6,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00123NWH2,the best of bread,bread,REMOVE,,,,,,,,,bread,,,,REMOVE,B00123NWH2,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0012K1A5Q,gold bond medicated body powder extra strength 10oz,gold bond,REMOVE,,,,,,,,,gold bond,,,,REMOVE,B0012K1A5Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00136JN1M,dirty rotten filthy stinking rich,warrant,REMOVE,,,,,,,,,warrant,,,,REMOVE,B00136JN1M,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00138EWV6,condition critical,quiet riot,REMOVE,,,,,,,,,quiet riot,,,,REMOVE,B00138EWV6,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00138F3MI,masque (expanded edition),kansas,REMOVE,,,,,,,,,kansas,,,,REMOVE,B00138F3MI,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00138J8OC,ultimate manilow,barry manilow,REMOVE,,,,,,,,,barry manilow,,,,REMOVE,B00138J8OC,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0013EL72C,"riester duplex-de-luxe baby stethoscope, blue",riester,REMOVE,,,,,,,,,riester,,,,REMOVE,B0013EL72C,,,,,,,,,,,,,,,,,,,,,,,,,,,
